Proteins	Description	Gene	Contam	Decoy	exp_WT_1	exp_WT_2	exp_WT_3	exp_GFP_1	exp_GFP_2	exp_GFP_3
12903	>sp|Q13835|PKP1_HUMAN Plakophilin-1 OS=Homo sapiens GN=PKP1 PE=1 SV=2	PKP1	0	0	1	1	2	0	1	0
17868	>sp|Q12931|TRAP1_HUMAN Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens GN=TRAP1 PE=1 SV=3	TRAP1	0	0	1	1	1	1	1	1
12178	>sp|O95298|NDUC2_HUMAN NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Homo sapiens GN=NDUFC2 PE=1 SV=1	NDUFC2	0	0	2	0	1	1	2	1
14961	>sp|P49207|RL34_HUMAN 60S ribosomal protein L34 OS=Homo sapiens GN=RPL34 PE=1 SV=3	RPL34	0	0	2	1	1	2	1	1
71134	>ENSEMBL:ENSBTAP00000033053 (Bos taurus) 15 kDa protein	Unknown	1	0	1	1	1	1	1	1
5617	>sp|Q9BUN8|DERL1_HUMAN Derlin-1 OS=Homo sapiens GN=DERL1 PE=1 SV=1	DERL1	0	0	2	2	0	2	2	2
5578	>sp|Q92499|DDX1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens GN=DDX1 PE=1 SV=2	DDX1	0	0	1	1	0	1	0	1
2853	>sp|P31944|CASPE_HUMAN Caspase-14 OS=Homo sapiens GN=CASP14 PE=1 SV=2	CASP14	0	0	2	0	0	0	0	0
14830	>sp|Q6NTF9|RHBD2_HUMAN Rhomboid domain-containing protein 2 OS=Homo sapiens GN=RHBDD2 PE=2 SV=2	RHBDD2	0	0	1	1	0	0	0	0
14344	>sp|O14828|SCAM3_HUMAN Secretory carrier-associated membrane protein 3 OS=Homo sapiens GN=SCAMP3 PE=1 SV=3	SCAMP3	0	0	1	1	1	4	4	4
71013	>Q2UVX4 SWISS-PROT:Q2UVX4 (Bos taurus) Complement C3 precursor	Unknown	1	0	1	1	1	1	1	1
4053	>sp|Q99877|H2B1N_HUMAN Histone H2B type 1-N OS=Homo sapiens GN=HIST1H2BN PE=1 SV=3	HIST1H2BN	0	0	3	3	3	7	4	1
17062	>sp|P78371|TCPB_HUMAN T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=1 SV=4	CCT2	0	0	1	1	0	3	2	2
13408	>sp|P62191|PRS4_HUMAN 26S protease regulatory subunit 4 OS=Homo sapiens GN=PSMC1 PE=1 SV=1	PSMC1	0	0	1	1	0	1	2	1
4357	>sp|P08123|CO1A2_HUMAN Collagen alpha-2(I) chain OS=Homo sapiens GN=COL1A2 PE=1 SV=7	COL1A2	0	0	2	2	2	1	1	1
1736	>sp|O75155|CAND2_HUMAN Cullin-associated NEDD8-dissociated protein 2 OS=Homo sapiens GN=CAND2 PE=1 SV=3	CAND2	0	0	1	0	0	2	1	1
71039	>P02666 SWISS-PROT:P02666 Beta-casein - Bos taurus (Bovine).	Unknown	1	0	3	2	3	2	1	0
1391	>sp|Q9Y679|AUP1_HUMAN Ancient ubiquitous protein 1 OS=Homo sapiens GN=AUP1 PE=1 SV=1	AUP1	0	0	2	2	2	0	3	2
14181	>sp|Q15477|SKIV2_HUMAN Helicase SKI2W OS=Homo sapiens GN=SKIV2L PE=1 SV=3	SKIV2L	0	0	2	1	0	2	0	2
6040	>sp|O75319|DUS11_HUMAN RNA/RNP complex-1-interacting phosphatase OS=Homo sapiens GN=DUSP11 PE=1 SV=1	DUSP11	0	0	1	1	0	0	0	0
15567	>sp|P62273|RS29_HUMAN 40S ribosomal protein S29 OS=Homo sapiens GN=RPS29 PE=1 SV=2	RPS29	0	0	2	2	2	2	2	3
16673	>sp|Q15046|SYK_HUMAN Lysine--tRNA ligase OS=Homo sapiens GN=KARS PE=1 SV=3	KARS	0	0	2	0	0	1	1	1
10673	>sp|P33991|MCM4_HUMAN DNA replication licensing factor MCM4 OS=Homo sapiens GN=MCM4 PE=1 SV=5	MCM4	0	0	1	3	1	2	2	4
9599	>sp|O75600|KBL_HUMAN 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial OS=Homo sapiens GN=GCAT PE=1 SV=1	GCAT	0	0	2	1	0	2	2	2
4517	>sp|Q86XI2|CNDG2_HUMAN Condensin-2 complex subunit G2 OS=Homo sapiens GN=NCAPG2 PE=1 SV=1	NCAPG2	0	0	2	0	3	3	2	1
10961	>sp|Q15555|MARE2_HUMAN Microtubule-associated protein RP/EB family member 2 OS=Homo sapiens GN=MAPRE2 PE=1 SV=1	MAPRE2	0	0	1	1	1	1	1	1
11497	>sp|Q9Y6C9|MTCH2_HUMAN Mitochondrial carrier homolog 2 OS=Homo sapiens GN=MTCH2 PE=1 SV=1	MTCH2	0	0	1	2	2	3	2	1
14000	>sp|Q9P0U3|SENP1_HUMAN Sentrin-specific protease 1 OS=Homo sapiens GN=SENP1 PE=1 SV=2	SENP1	0	0	2	0	2	0	0	0
17429	>sp|Q8NI27|THOC2_HUMAN THO complex subunit 2 OS=Homo sapiens GN=THOC2 PE=1 SV=2	THOC2	0	0	1	2	1	3	1	4
14117	>sp|Q9BPZ7|SIN1_HUMAN Target of rapamycin complex 2 subunit MAPKAP1 OS=Homo sapiens GN=MAPKAP1 PE=1 SV=2	MAPKAP1	0	0	1	1	1	0	0	0
7566	>sp|Q9Y241|HIG1A_HUMAN HIG1 domain family member 1A, mitochondrial OS=Homo sapiens GN=HIGD1A PE=1 SV=1	HIGD1A	0	0	4	3	3	5	4	4
19828	>sp|Q5VUA4|ZN318_HUMAN Zinc finger protein 318 OS=Homo sapiens GN=ZNF318 PE=1 SV=2	ZNF318	0	0	1	1	0	0	0	0
14926	>sp|P50914|RL14_HUMAN 60S ribosomal protein L14 OS=Homo sapiens GN=RPL14 PE=1 SV=4	RPL14	0	0	1	1	0	2	2	3
6798	>sp|O60427|FADS1_HUMAN Fatty acid desaturase 1 OS=Homo sapiens GN=FADS1 PE=1 SV=3	FADS1	0	0	1	0	0	1	1	1
15857	>sp|Q96NB2|SFXN2_HUMAN Sideroflexin-2 OS=Homo sapiens GN=SFXN2 PE=1 SV=2	SFXN2	0	0	1	2	1	2	1	3
6530	>sp|Q6ZRV2|FA83H_HUMAN Protein FAM83H OS=Homo sapiens GN=FAM83H PE=1 SV=3	FAM83H	0	0	1	3	0	0	0	0
4222	>sp|Q9P035|HACD3_HUMAN Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Homo sapiens GN=HACD3 PE=1 SV=2	HACD3	0	0	1	0	1	3	2	3
10438	>sp|P20700|LMNB1_HUMAN Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2	LMNB1	0	0	1	2	2	17	15	14
12298	>sp|Q9UBU9|NXF1_HUMAN Nuclear RNA export factor 1 OS=Homo sapiens GN=NXF1 PE=1 SV=1	NXF1	0	0	1	1	2	0	0	0
10946	>sp|P61626|LYSC_HUMAN Lysozyme C OS=Homo sapiens GN=LYZ PE=1 SV=1	LYZ	0	0	1	1	2	0	0	0
755	>sp|Q12904|AIMP1_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=AIMP1 PE=1 SV=2	AIMP1	0	0	1	0	0	2	3	5
3642	>sp|Q14697|GANAB_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3	GANAB	0	0	1	1	0	2	0	1
16712	>sp|P47897|SYQ_HUMAN Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=1 SV=1	QARS	0	0	1	0	1	0	0	1
6711	>sp|Q6ZVX7|FBX50_HUMAN F-box only protein 50 OS=Homo sapiens GN=NCCRP1 PE=1 SV=1	NCCRP1	0	0	1	1	0	0	0	0
4987	>sp|Q9Y6N1|COX11_HUMAN Cytochrome c oxidase assembly protein COX11, mitochondrial OS=Homo sapiens GN=COX11 PE=1 SV=3	COX11	0	0	1	2	1	2	1	1
15874	>sp|P31040|SDHA_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens GN=SDHA PE=1 SV=2	SDHA	0	0	1	1	1	0	0	0
2455	>sp|O00311|CDC7_HUMAN Cell division cycle 7-related protein kinase OS=Homo sapiens GN=CDC7 PE=1 SV=1	CDC7	0	0	1	0	2	0	1	0
12272	>sp|Q9UMY1|NOL7_HUMAN Nucleolar protein 7 OS=Homo sapiens GN=NOL7 PE=1 SV=2	NOL7	0	0	1	1	1	0	0	0
11189	>sp|Q8NE86|MCU_HUMAN Calcium uniporter protein, mitochondrial OS=Homo sapiens GN=MCU PE=1 SV=1	MCU	0	0	1	0	0	1	1	1
19311	>sp|Q9GZS3|WDR61_HUMAN WD repeat-containing protein 61 OS=Homo sapiens GN=WDR61 PE=1 SV=1	WDR61	0	0	2	2	2	2	2	2
14982	>sp|P39023|RL3_HUMAN 60S ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2	RPL3	0	0	1	2	2	8	5	4
1163	>sp|P61160|ARP2_HUMAN Actin-related protein 2 OS=Homo sapiens GN=ACTR2 PE=1 SV=1	ACTR2	0	0	1	2	1	6	7	5
11327	>sp|Q9Y5U8|MPC1_HUMAN Mitochondrial pyruvate carrier 1 OS=Homo sapiens GN=MPC1 PE=1 SV=1	MPC1	0	0	1	1	0	1	0	1
15019	>sp|P62888|RL30_HUMAN 60S ribosomal protein L30 OS=Homo sapiens GN=RPL30 PE=1 SV=2	RPL30	0	0	1	0	0	3	1	0
12524	>sp|Q9BRX2|PELO_HUMAN Protein pelota homolog OS=Homo sapiens GN=PELO PE=1 SV=2	PELO	0	0	1	2	2	4	2	2
14925	>sp|P62906|RL10A_HUMAN 60S ribosomal protein L10a OS=Homo sapiens GN=RPL10A PE=1 SV=2	RPL10A	0	0	2	2	1	3	4	4
5078	>sp|Q9P2I0|CPSF2_HUMAN Cleavage and polyadenylation specificity factor subunit 2 OS=Homo sapiens GN=CPSF2 PE=1 SV=2	CPSF2	0	0	1	1	1	1	1	1
16441	>sp|Q9Y5M8|SRPRB_HUMAN Signal recognition particle receptor subunit beta OS=Homo sapiens GN=SRPRB PE=1 SV=3	SRPRB	0	0	1	1	1	1	0	0
13641	>sp|O00232|PSD12_HUMAN 26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens GN=PSMD12 PE=1 SV=3	PSMD12	0	0	1	1	0	0	0	1
5326	>sp|Q9UQB3|CTND2_HUMAN Catenin delta-2 OS=Homo sapiens GN=CTNND2 PE=1 SV=3	CTNND2	0	0	2	0	0	0	0	0
14514	>sp|O43251|RFOX2_HUMAN RNA binding protein fox-1 homolog 2 OS=Homo sapiens GN=RBFOX2 PE=1 SV=3	RBFOX2	0	0	1	0	0	1	0	1
7966	>sp|P01876|IGHA1_HUMAN Ig alpha-1 chain C region OS=Homo sapiens GN=IGHA1 PE=1 SV=2	IGHA1	0	0	1	1	1	2	1	1
300	>sp|P61221|ABCE1_HUMAN ATP-binding cassette sub-family E member 1 OS=Homo sapiens GN=ABCE1 PE=1 SV=1	ABCE1	0	0	1	2	2	1	1	1
9403	>sp|Q9UBD5|ORC3_HUMAN Origin recognition complex subunit 3 OS=Homo sapiens GN=ORC3 PE=1 SV=1	ORC3	0	0	1	0	0	0	0	0
8363	>sp|O15397|IPO8_HUMAN Importin-8 OS=Homo sapiens GN=IPO8 PE=1 SV=2	IPO8	0	0	1	0	0	1	2	2
80	>sp|P33121|ACSL1_HUMAN Long-chain-fatty-acid--CoA ligase 1 OS=Homo sapiens GN=ACSL1 PE=1 SV=1	ACSL1	0	0	2	0	0	2	0	2
283	>sp|P30153|2AAA_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens GN=PPP2R1A PE=1 SV=4	PPP2R1A	0	0	1	1	0	2	1	2
15540	>sp|Q9Y399|RT02_HUMAN 28S ribosomal protein S2, mitochondrial OS=Homo sapiens GN=MRPS2 PE=1 SV=1	MRPS2	0	0	1	0	0	0	0	0
10094	>sp|Q9BYZ2|LDH6B_HUMAN L-lactate dehydrogenase A-like 6B OS=Homo sapiens GN=LDHAL6B PE=1 SV=3	LDHAL6B	0	0	1	0	1	2	1	0
14044	>sp|P62318|SMD3_HUMAN Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens GN=SNRPD3 PE=1 SV=1	SNRPD3	0	0	1	2	1	1	0	2
13369	>sp|P49593|PPM1F_HUMAN Protein phosphatase 1F OS=Homo sapiens GN=PPM1F PE=1 SV=3	PPM1F	0	0	1	0	0	1	0	1
9493	>sp|P54886|P5CS_HUMAN Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens GN=ALDH18A1 PE=1 SV=2	ALDH18A1	0	0	1	1	1	2	0	1
8553	>sp|P14174|MIF_HUMAN Macrophage migration inhibitory factor OS=Homo sapiens GN=MIF PE=1 SV=4	MIF	0	0	1	1	1	0	0	0
8289	>sp|Q9H0H0|INT2_HUMAN Integrator complex subunit 2 OS=Homo sapiens GN=INTS2 PE=1 SV=2	INTS2	0	0	1	0	1	1	1	2
5824	>sp|P56282|DPOE2_HUMAN DNA polymerase epsilon subunit 2 OS=Homo sapiens GN=POLE2 PE=1 SV=2	POLE2	0	0	1	1	1	1	1	1
724	>sp|Q92667|AKAP1_HUMAN A-kinase anchor protein 1, mitochondrial OS=Homo sapiens GN=AKAP1 PE=1 SV=1	AKAP1	0	0	1	0	0	1	1	1
8355	>sp|P01834|IGKC_HUMAN Ig kappa chain C region OS=Homo sapiens GN=IGKC PE=1 SV=1	IGKC	0	0	2	1	2	1	1	2
17462	>sp|Q96DA6|TIM14_HUMAN Mitochondrial import inner membrane translocase subunit TIM14 OS=Homo sapiens GN=DNAJC19 PE=1 SV=3	DNAJC19	0	0	2	2	2	2	2	2
16934	>sp|Q9UK61|TASOR_HUMAN Protein TASOR OS=Homo sapiens GN=FAM208A PE=1 SV=3	FAM208A	0	0	1	2	1	0	0	0
123	>sp|P11310|ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADM PE=1 SV=1	ACADM	0	0	1	1	2	2	2	1
5993	>sp|Q6IAN0|DRS7B_HUMAN Dehydrogenase/reductase SDR family member 7B OS=Homo sapiens GN=DHRS7B PE=1 SV=2	DHRS7B	0	0	1	4	2	3	3	2
3001	>sp|P08574|CY1_HUMAN Cytochrome c1, heme protein, mitochondrial OS=Homo sapiens GN=CYC1 PE=1 SV=3	CYC1	0	0	1	1	0	4	3	3
14908	>sp|P47914|RL29_HUMAN 60S ribosomal protein L29 OS=Homo sapiens GN=RPL29 PE=1 SV=2	RPL29	0	0	1	1	1	2	4	2
7326	>sp|Q9NVN8|GNL3L_HUMAN Guanine nucleotide-binding protein-like 3-like protein OS=Homo sapiens GN=GNL3L PE=1 SV=1	GNL3L	0	0	1	0	0	0	0	0
4959	>sp|A5YKK6|CNOT1_HUMAN CCR4-NOT transcription complex subunit 1 OS=Homo sapiens GN=CNOT1 PE=1 SV=2	CNOT1	0	0	1	0	0	0	4	0
5637	>sp|O43143|DHX15_HUMAN Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2	DHX15	0	0	1	2	2	9	8	8
4976	>sp|P24468|COT2_HUMAN COUP transcription factor 2 OS=Homo sapiens GN=NR2F2 PE=1 SV=1	NR2F2	0	0	1	2	1	1	1	1
15069	>sp|P09651|ROA1_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=5	HNRNPA1	0	0	1	0	1	0	1	2
15128	>sp|P52434|RPAB3_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Homo sapiens GN=POLR2H PE=1 SV=4	POLR2H	0	0	2	1	1	2	2	2
1748	>sp|Q00587|BORG5_HUMAN Cdc42 effector protein 1 OS=Homo sapiens GN=CDC42EP1 PE=1 SV=1	CDC42EP1	0	0	1	0	1	0	0	0
15868	>sp|Q9Y289|SC5A6_HUMAN Sodium-dependent multivitamin transporter OS=Homo sapiens GN=SLC5A6 PE=2 SV=2	SLC5A6	0	0	1	0	0	0	0	0
16774	>sp|P26640|SYVC_HUMAN Valine--tRNA ligase OS=Homo sapiens GN=VARS PE=1 SV=4	VARS	0	0	1	0	2	3	2	3
6451	>sp|O60447|EVI5_HUMAN Ecotropic viral integration site 5 protein homolog OS=Homo sapiens GN=EVI5 PE=1 SV=3	EVI5	0	0	1	0	0	0	0	0
3896	>sp|O15228|GNPAT_HUMAN Dihydroxyacetone phosphate acyltransferase OS=Homo sapiens GN=GNPAT PE=1 SV=1	GNPAT	0	0	1	1	0	1	1	1
17606	>sp|Q9UET6|TRM7_HUMAN Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase OS=Homo sapiens GN=FTSJ1 PE=1 SV=2	FTSJ1	0	0	1	0	1	0	0	0
14981	>sp|Q9Y3U8|RL36_HUMAN 60S ribosomal protein L36 OS=Homo sapiens GN=RPL36 PE=1 SV=3	RPL36	0	0	1	1	1	3	5	4
14949	>sp|P05387|RLA2_HUMAN 60S acidic ribosomal protein P2 OS=Homo sapiens GN=RPLP2 PE=1 SV=1	RPLP2	0	0	1	0	1	1	1	2
10278	>sp|Q9Y383|LC7L2_HUMAN Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens GN=LUC7L2 PE=1 SV=2	LUC7L2	0	0	1	2	1	0	0	0
3950	>sp|P11166|GTR1_HUMAN Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens GN=SLC2A1 PE=1 SV=2	SLC2A1	0	0	1	1	1	2	2	2
11872	>sp|O96000|NDUBA_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens GN=NDUFB10 PE=1 SV=3	NDUFB10	0	0	1	2	2	3	2	1
11736	>sp|Q8WXR4|MYO3B_HUMAN Myosin-IIIb OS=Homo sapiens GN=MYO3B PE=2 SV=4	MYO3B	0	0	1	1	0	1	1	1
12381	>sp|P06748|NPM_HUMAN Nucleophosmin OS=Homo sapiens GN=NPM1 PE=1 SV=2	NPM1	0	0	1	0	2	4	5	5
9906	>sp|Q86Y91|KI18B_HUMAN Kinesin-like protein KIF18B OS=Homo sapiens GN=KIF18B PE=1 SV=3	KIF18B	0	0	1	1	1	0	0	0
6350	>sp|Q96A65|EXOC4_HUMAN Exocyst complex component 4 OS=Homo sapiens GN=EXOC4 PE=1 SV=1	EXOC4	0	0	1	0	0	7	3	2
15132	>sp|Q7Z7H8|RM10_HUMAN 39S ribosomal protein L10, mitochondrial OS=Homo sapiens GN=MRPL10 PE=1 SV=3	MRPL10	0	0	1	0	1	2	1	2
13383	>sp|Q5H9R7|PP6R3_HUMAN Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Homo sapiens GN=PPP6R3 PE=1 SV=2	PPP6R3	0	0	1	0	1	3	0	2
105	>sp|Q9UDR5|AASS_HUMAN Alpha-aminoadipic semialdehyde synthase, mitochondrial OS=Homo sapiens GN=AASS PE=1 SV=1	AASS	0	0	1	0	1	1	1	1
8217	>sp|O00410|IPO5_HUMAN Importin-5 OS=Homo sapiens GN=IPO5 PE=1 SV=4	IPO5	0	0	1	1	0	2	4	3
2032	>sp|Q9BRK5|CAB45_HUMAN 45 kDa calcium-binding protein OS=Homo sapiens GN=SDF4 PE=1 SV=1	SDF4	0	0	1	0	0	1	1	2
15591	>sp|Q9Y3I0|RTCB_HUMAN tRNA-splicing ligase RtcB homolog OS=Homo sapiens GN=RTCB PE=1 SV=1	RTCB	0	0	1	2	1	0	0	1
1221	>sp|Q16720|AT2B3_HUMAN Plasma membrane calcium-transporting ATPase 3 OS=Homo sapiens GN=ATP2B3 PE=1 SV=3	ATP2B3	0	0	1	0	0	0	0	0
3226	>sp|Q9NPA8|ENY2_HUMAN Transcription and mRNA export factor ENY2 OS=Homo sapiens GN=ENY2 PE=1 SV=1	ENY2	0	0	1	1	0	1	1	0
19725	>sp|Q9NWS9|ZN446_HUMAN Zinc finger protein 446 OS=Homo sapiens GN=ZNF446 PE=1 SV=1	ZNF446	0	0	1	1	0	0	0	0
15190	>sp|O15160|RPAC1_HUMAN DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens GN=POLR1C PE=1 SV=1	POLR1C	0	0	1	0	0	0	0	0
3422	>sp|Q9H329|E41LB_HUMAN Band 4.1-like protein 4B OS=Homo sapiens GN=EPB41L4B PE=2 SV=2	EPB41L4B	0	0	1	1	1	1	1	1
14238	>sp|Q9BVQ7|SPA5L_HUMAN Spermatogenesis-associated protein 5-like protein 1 OS=Homo sapiens GN=SPATA5L1 PE=1 SV=2	SPATA5L1	0	0	1	0	0	0	0	1
10688	>sp|Q9UNF1|MAGD2_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens GN=MAGED2 PE=1 SV=2	MAGED2	0	0	1	0	0	2	4	3
17305	>sp|Q96J01|THOC3_HUMAN THO complex subunit 3 OS=Homo sapiens GN=THOC3 PE=1 SV=1	THOC3	0	0	1	0	0	1	0	0
15290	>sp|P62857|RS28_HUMAN 40S ribosomal protein S28 OS=Homo sapiens GN=RPS28 PE=1 SV=1	RPS28	0	0	1	2	1	1	1	2
15709	>sp|P67812|SC11A_HUMAN Signal peptidase complex catalytic subunit SEC11A OS=Homo sapiens GN=SEC11A PE=1 SV=1	SEC11A	0	0	1	0	0	0	0	0
18923	>sp|Q9Y5A9|YTHD2_HUMAN YTH domain-containing family protein 2 OS=Homo sapiens GN=YTHDF2 PE=1 SV=2	YTHDF2	0	0	1	2	2	1	1	2
18184	>sp|P33981|TTK_HUMAN Dual specificity protein kinase TTK OS=Homo sapiens GN=TTK PE=1 SV=2	TTK	0	0	1	0	0	0	0	0
14906	>sp|P35268|RL22_HUMAN 60S ribosomal protein L22 OS=Homo sapiens GN=RPL22 PE=1 SV=2	RPL22	0	0	1	1	1	2	2	2
11702	>sp|Q6NZ67|MZT2B_HUMAN Mitotic-spindle organizing protein 2B OS=Homo sapiens GN=MZT2B PE=1 SV=1	MZT2B	0	0	1	1	1	1	1	1
10908	>sp|Q15345|LRC41_HUMAN Leucine-rich repeat-containing protein 41 OS=Homo sapiens GN=LRRC41 PE=1 SV=3	LRRC41	0	0	1	1	1	0	1	0
6453	>sp|Q01844|EWS_HUMAN RNA-binding protein EWS OS=Homo sapiens GN=EWSR1 PE=1 SV=1	EWSR1	0	0	1	1	1	1	1	0
4985	>sp|Q96D53|COQ8B_HUMAN Atypical kinase COQ8B, mitochondrial OS=Homo sapiens GN=COQ8B PE=1 SV=2	COQ8B	0	0	1	0	0	0	0	0
18470	>sp|Q8NBM4|UBAC2_HUMAN Ubiquitin-associated domain-containing protein 2 OS=Homo sapiens GN=UBAC2 PE=1 SV=1	UBAC2	0	0	1	0	2	0	0	0
11881	>sp|P21359|NF1_HUMAN Neurofibromin OS=Homo sapiens GN=NF1 PE=1 SV=2	NF1	0	0	1	0	0	2	0	2
2103	>sp|A1L170|CA226_HUMAN Uncharacterized protein C1orf226 OS=Homo sapiens GN=C1orf226 PE=1 SV=1	C1orf226	0	0	1	1	2	0	0	0
7187	>sp|Q92538|GBF1_HUMAN Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 OS=Homo sapiens GN=GBF1 PE=1 SV=2	GBF1	0	0	1	1	0	3	3	2
70951	>Q3SZ57 SWISS-PROT:Q3SZ57 (Bos taurus) Alpha-fetoprotein precursor	Unknown	1	0	1	1	1	1	1	1
5756	>sp|Q8IX18|DHX40_HUMAN Probable ATP-dependent RNA helicase DHX40 OS=Homo sapiens GN=DHX40 PE=1 SV=2	DHX40	0	0	1	1	1	0	0	0
18392	>sp|Q14157|UBP2L_HUMAN Ubiquitin-associated protein 2-like OS=Homo sapiens GN=UBAP2L PE=1 SV=2	UBAP2L	0	0	1	0	0	1	1	2
16166	>sp|P62314|SMD1_HUMAN Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens GN=SNRPD1 PE=1 SV=1	SNRPD1	0	0	1	0	0	3	1	1
15054	>sp|Q9H9Y6|RPA2_HUMAN DNA-directed RNA polymerase I subunit RPA2 OS=Homo sapiens GN=POLR1B PE=1 SV=2	POLR1B	0	0	1	0	1	0	2	0
1463	>sp|P51451|BLK_HUMAN Tyrosine-protein kinase Blk OS=Homo sapiens GN=BLK PE=1 SV=3	BLK	0	0	1	1	1	1	1	1
10731	>sp|Q3MHD2|LSM12_HUMAN Protein LSM12 homolog OS=Homo sapiens GN=LSM12 PE=1 SV=2	LSM12	0	0	1	0	0	0	0	0
89187	>sp|O14545|TRAD1_HUMAN TRAF-type zinc finger domain-containing protein 1 OS=Homo sapiens GN=TRAFD1 PE=1 SV=1	TRAFD1	0	1	1	0	0	0	0	0
5085	>sp|P23508|CRCM_HUMAN Colorectal mutant cancer protein OS=Homo sapiens GN=MCC PE=1 SV=2	MCC	0	0	1	0	0	0	0	0
2625	>sp|Q6P1J9|CDC73_HUMAN Parafibromin OS=Homo sapiens GN=CDC73 PE=1 SV=1	CDC73	0	0	1	2	0	2	2	0
1619	>sp|Q96GD4|AURKB_HUMAN Aurora kinase B OS=Homo sapiens GN=AURKB PE=1 SV=3	AURKB	0	0	1	1	2	0	0	0
16133	>sp|P29508|SPB3_HUMAN Serpin B3 OS=Homo sapiens GN=SERPINB3 PE=1 SV=2	SERPINB3	0	0	1	1	2	0	0	0
8655	>sp|Q14980|NUMA1_HUMAN Nuclear mitotic apparatus protein 1 OS=Homo sapiens GN=NUMA1 PE=1 SV=2	NUMA1	0	0	1	1	0	0	0	0
14987	>sp|P05386|RLA1_HUMAN 60S acidic ribosomal protein P1 OS=Homo sapiens GN=RPLP1 PE=1 SV=1	RPLP1	0	0	1	1	1	1	2	1
6333	>sp|Q14677|EPN4_HUMAN Clathrin interactor 1 OS=Homo sapiens GN=CLINT1 PE=1 SV=1	CLINT1	0	0	1	0	0	9	10	8
6329	>sp|Q8WVX9|FACR1_HUMAN Fatty acyl-CoA reductase 1 OS=Homo sapiens GN=FAR1 PE=1 SV=1	FAR1	0	0	1	2	2	3	4	4
6189	>sp|O43731|ERD23_HUMAN ER lumen protein-retaining receptor 3 OS=Homo sapiens GN=KDELR3 PE=2 SV=1	KDELR3	0	0	1	1	0	0	0	0
5731	>sp|P25686|DNJB2_HUMAN DnaJ homolog subfamily B member 2 OS=Homo sapiens GN=DNAJB2 PE=1 SV=3	DNAJB2	0	0	1	0	0	0	0	0
17944	>sp|O43615|TIM44_HUMAN Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens GN=TIMM44 PE=1 SV=2	TIMM44	0	0	1	0	0	0	0	0
16516	>sp|Q13188|STK3_HUMAN Serine/threonine-protein kinase 3 OS=Homo sapiens GN=STK3 PE=1 SV=2	STK3	0	0	1	1	0	0	0	0
16134	>sp|P19623|SPEE_HUMAN Spermidine synthase OS=Homo sapiens GN=SRM PE=1 SV=1	SRM	0	0	1	0	0	1	1	1
15068	>sp|P10155|RO60_HUMAN 60 kDa SS-A/Ro ribonucleoprotein OS=Homo sapiens GN=TROVE2 PE=1 SV=2	TROVE2	0	0	1	0	0	0	0	2
12003	>sp|O00483|NDUA4_HUMAN Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens GN=NDUFA4 PE=1 SV=1	NDUFA4	0	0	1	1	1	0	0	0
280	>sp|Q9Y4W6|AFG32_HUMAN AFG3-like protein 2 OS=Homo sapiens GN=AFG3L2 PE=1 SV=2	AFG3L2	0	0	1	2	2	2	1	1
7409	>sp|P07910|HNRPC_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens GN=HNRNPC PE=1 SV=4	HNRNPC	0	0	1	0	1	3	4	4
